fecha,launched,destroyed,impactos,n_ataques,tasa_hit,tasa_intercep,wspeed_mean,wspeed_max,wgusts_max,wdir_mean,precip_sum,dias_favorable,temp_mean,net_import_mwh_week,vol_alto,import_lag1,import_lag2
2026-01-19,1246.0,1109.0,137.0,7,0.10995184590690209,0.8900481540930979,4.651845238095238,8.44,14.0,135.46165253400338,14.2,2,-4.911309523809523,5675.241705145247,1,6038.313774078781,5665.908668624227
2026-01-26,882.0,708.0,174.0,7,0.19727891156462585,0.8027210884353742,5.165238095238095,8.62,13.9,157.5248406932321,6.3,5,0.2202380952380952,6038.313774078781,0,5665.908668624227,5168.932750494641
2026-02-02,1725.0,1521.0,204.0,7,0.11826086956521739,0.8817391304347826,5.227202380952382,8.29,13.7,102.93687811553384,23.8,4,-3.656547619047619,5665.908668624227,1,5168.932750494641,5724.772812002124
2026-02-09,903.0,747.0,156.0,7,0.17275747508305647,0.8272425249169435,4.3585714285714285,8.21,13.3,167.7895081633274,18.700000000000003,5,1.1470238095238092,5168.932750494641,0,5724.772812002124,5801.109943708646
2026-02-16,1230.0,1088.0,142.0,7,0.11544715447154472,0.8845528455284553,6.129880952380952,12.66,21.4,138.8108656875921,14.5,1,4.996428571428572,5724.772812002124,1,5801.109943708646,2451.9448846663527
2026-02-23,1177.0,1035.0,142.0,7,0.12064570943075616,0.8793542905692439,4.053809523809524,8.38,15.1,139.79550872351055,14.600000000000001,3,3.204761904761905,5801.109943708646,1,2451.9448846663527,2943.718864857912
2026-03-02,1375.0,1215.0,160.0,7,0.11636363636363636,0.8836363636363637,4.357678571428571,10.11,16.9,227.29953851135087,5.1,0,3.666666666666667,2451.9448846663527,1,2943.718864857912,2729.129619719379
2026-03-09,1194.0,1092.0,102.0,7,0.08542713567839195,0.914572864321608,4.89875,9.96,17.8,133.31159855543675,0.0,0,6.7386904761904765,2943.718864857912,1,2729.129619719379,2971.42694234461
2026-03-16,1158.0,1033.0,125.0,7,0.1079447322970639,0.8920552677029361,4.826547619047618,8.08,14.3,128.86207518590885,2.4,0,8.257142857142856,2729.129619719379,1,2971.42694234461,2579.959810309956
2026-03-23,2260.0,2063.0,197.0,7,0.08716814159292036,0.9128318584070797,3.611190476190476,7.29,13.3,129.87434296824208,17.4,0,10.530357142857143,2971.42694234461,1,2579.959810309956,
2026-03-30,2082.0,1908.0,174.0,6,0.08357348703170028,0.9164265129682997,3.69422619047619,7.16,12.8,180.87347137609763,18.200000000000003,3,12.811904761904762,2579.959810309956,1,,
